id,name
94,BLUE_DUNGEON_SLAB_UNSAFE
95,BLUE_DUNGEON_TILE_UNSAFE
96,PINK_DUNGEON_SLAB_UNSAFE
97,PINK_DUNGEON_TILE_UNSAFE
98,GREEN_DUNGEON_SLAB_UNSAFE
99,GREEN_DUNGEON_TILE_UNSAFE
100,BLUE_DUNGEON_SLAB
101,BLUE_DUNGEON_TILE
102,PINK_DUNGEON_SLAB
103,PINK_DUNGEON_TILE
104,GREEN_DUNGEON_SLAB
105,GREEN_DUNGEON_TILE
106,WOODEN_FENCE
107,METAL_FENCE
108,HIVE
109,PALLADIUM_COLUMN
110,BUBBLEGUM_BLOCK
111,TITANSTONE_BLOCK
112,LIHZAHRD_BRICK
113,PUMPKIN
114,HAY
115,SPOOKY_WOOD
116,CHRISTMAS_TREE_WALLPAPER
117,ORNAMENT_WALLPAPER
118,CANDY_CANE_WALLPAPER
119,FESTIVE_WALLPAPER
120,STARS_WALLPAPER
121,SQUIGGLES_WALLPAPER
122,SNOWFLAKE_WALLPAPER
123,KRAMPUS_HORN_WALLPAPER
124,BLUEGREEN_WALLPAPER
125,GRINCH_FINGER_WALLPAPER
126,FANCY_GRAY_WALLPAPER
127,ICE_FLOE_WALLPAPER
128,MUSIC_WALLPAPER
129,PURPLE_RAIN_WALLPAPER
130,RAINBOW_WALLPAPER
131,SPARKLE_STONE_WALLPAPER
132,STARLIT_HEAVEN_WALLPAPER
133,BUBBLE_WALLPAPER
134,COPPER_PIPE_WALLPAPER
135,DUCKY_WALLPAPER
136,WATERFALL
137,LAVAFALL
138,EBONWOOD_FENCE
139,RICH_MAHOGANY_FENCE
140,PEARLWOOD_FENCE
141,SHADEWOOD_FENCE
142,WHITE_DYNASTY
143,BLUE_DYNASTY
144,ARCANE_RUNES
145,IRON_FENCE
146,COPPER_PLATING
147,STONE_SLAB
148,SAIL
149,BOREAL_WOOD
150,BOREAL_WOOD_FENCE
151,PALM_WOOD
152,PALM_WOOD_FENCE
153,AMBER_GEMSPARK
154,AMETHYST_GEMSPARK
155,DIAMOND_GEMSPARK
156,EMERALD_GEMSPARK
157,AMBER_GEMSPARK_OFF
158,AMETHYST_GEMSPARK_OFF
159,DIAMOND_GEMSPARK_OFF
160,EMERALD_GEMSPARK_OFF
161,RUBY_GEMSPARK_OFF
162,SAPPHIRE_GEMSPARK_OFF
163,TOPAZ_GEMSPARK_OFF
164,RUBY_GEMSPARK
165,SAPPHIRE_GEMSPARK
166,TOPAZ_GEMSPARK
167,TIN_PLATING
168,CONFETTI
169,CONFETTI_BLACK
170,CAVE_WALL
171,CAVE_WALL2
172,HONEYFALL
173,CHLOROPHYTE_BRICK
174,CRIMTANE_BRICK
175,SHROOMITE_PLATING
176,MARTIAN_CONDUIT
177,HELLSTONE_BRICK
178,MARBLE_UNSAFE
179,MARBLE_BLOCK
180,GRANITE_UNSAFE
181,GRANITE_BLOCK
182,METEORITE_BRICK
183,MARBLE
184,GRANITE
185,CAVE8UNSAFE
186,CRYSTAL
187,SANDSTONE
188,CORRUPTION_UNSAFE1
189,CORRUPTION_UNSAFE2
190,CORRUPTION_UNSAFE3
191,CORRUPTION_UNSAFE4
192,CRIMSON_UNSAFE1
193,CRIMSON_UNSAFE2
194,CRIMSON_UNSAFE3
195,CRIMSON_UNSAFE4
196,DIRT_UNSAFE1
197,DIRT_UNSAFE2
198,DIRT_UNSAFE3
199,DIRT_UNSAFE4
200,HALLOW_UNSAFE1
201,HALLOW_UNSAFE2
202,HALLOW_UNSAFE3
203,HALLOW_UNSAFE4
204,JUNGLE_UNSAFE1
205,JUNGLE_UNSAFE2
206,JUNGLE_UNSAFE3
207,JUNGLE_UNSAFE4
208,LAVA_UNSAFE1
209,LAVA_UNSAFE2
210,LAVA_UNSAFE3
211,LAVA_UNSAFE4
212,ROCKS_UNSAFE1
213,ROCKS_UNSAFE2
214,ROCKS_UNSAFE3
215,ROCKS_UNSAFE4
216,HARDENED_SAND
217,CORRUPT_HARDENED_SAND
218,CRIMSON_HARDENED_SAND
219,HALLOW_HARDENED_SAND
220,CORRUPT_SANDSTONE
221,CRIMSON_SANDSTONE
222,HALLOW_SANDSTONE
223,DESERT_FOSSIL
224,LUNAR_BRICK_WALL
225,COG_WALL
226,SAND_FALL
227,SNOW_FALL
228,SILLY_BALLOON_PINK_WALL
229,SILLY_BALLOON_PURPLE_WALL
230,SILLY_BALLOON_GREEN_WALL
231,IRON_BRICK
232,LEAD_BRICK
233,LESION_BLOCK
234,CRIMSTONE_BRICK
235,SMOOTH_SANDSTONE
236,SPIDER
237,SOLAR_BRICK
238,VORTEX_BRICK
239,NEBULA_BRICK
240,STARDUST_BRICK
241,ORANGE_STAINED_GLASS
242,GOLD_STARRY_GLASS_WALL
243,BLUE_STARRY_GLASS_WALL
244,LIVING_WOOD_UNSAFE
245,WROUGHT_IRON_FENCE
246,ECTO_EBONSTONE
247,ECTO_MUDWALL
248,ECTO_PEARLSTONE
249,ECTO_SNOWWALL
250,ECTO_AMETHYST
251,ECTO_TOPAZ
252,ECTO_SAPPHIRE
253,ECTO_EMERALD
254,ECTO_RUBY
255,ECTO_DIAMOND
256,ECTO_CAVE1
257,ECTO_CAVE2
258,ECTO_CAVE3
259,ECTO_CAVE4
260,ECTO_CAVE5
261,ECTO_CAVE6
262,ECTO_CAVE7
263,ECTO_SPIDER
264,ECTO_CORRUPT_GRASS
265,ECTO_HALLOWED_GRASS
266,ECTO_ICE
267,ECTO_OBSIDIAN_BACK
268,ECTO_CRIMSON_GRASS
269,ECTO_CRIMSTONE
270,ECTO_CAVEWALL1
271,ECTO_CAVEWALL2
272,ECTO_MARBLE_UNUSED
273,ECTO_GRANITE_UNUSED
274,ECTO_CAVE8
275,ECTO_SANDSTONE
276,ECTO_CORRUPTION1
277,ECTO_CORRUPTION2
278,ECTO_CORRUPTION3
279,ECTO_CORRUPTION4
280,ECTO_CRIMSON1
281,ECTO_CRIMSON2
282,ECTO_CRIMSON3
283,ECTO_CRIMSON4
284,ECTO_DIRT1
285,ECTO_DIRT2
286,ECTO_DIRT3
287,ECTO_DIRT4
288,ECTO_HALLOW1
289,ECTO_HALLOW2
290,ECTO_HALLOW3
291,ECTO_HALLOW4
292,ECTO_JUNGLE1
293,ECTO_JUNGLE2
294,ECTO_JUNGLE3
295,ECTO_JUNGLE4
296,ECTO_LAVA1
297,ECTO_LAVA2
298,ECTO_LAVA3
299,ECTO_LAVA4
300,ECTO_ROCKS1
301,ECTO_ROCKS2
302,ECTO_ROCKS3
303,ECTO_ROCKS4
304,ECTO_HARDENED_SAND
305,ECTO_CORRUPT_HARDENED_SAND
306,ECTO_CRIMSON_HARDENED_SAND
307,ECTO_HALLOW_HARDENED_SAND
308,ECTO_CORRUPT_SANDSTONE
309,ECTO_CRIMSON_SANDSTONE
310,ECTO_HALLOW_SANDSTONE
311,ECTO_DESERT_FOSSIL
312,BAMBOO_BLOCK_WALL
313,LARGE_BAMBOO_BLOCK_WALL
314,ECTO_AMBER_STONE_WALL
315,BAMBOO_FENCE
316,ASH_WOOD
317,ASH_WOOD_FENCE
318,ECHO_WALL
319,REEF_WALL
320,POOP_WALL
321,SHIMMER_BLOCK_WALL
322,SHIMMER_BRICK_WALL
323,LUNAR_RUST_BRICK_WALL
324,DARK_CELESTIAL_BRICK_WALL
325,ASTRA_BRICK_WALL
326,COSMIC_EMBER_BRICK_WALL
327,CRYOCORE_BRICK_WALL
328,MERCURY_BRICK_WALL
329,STAR_ROYALE_BRICK_WALL
330,HEAVENFORGE_BRICK_WALL
331,ANCIENT_BLUE_BRICK_WALL
332,ANCIENT_GREEN_BRICK_WALL
333,ANCIENT_PINK_BRICK_WALL
334,ANCIENT_GOLD_BRICK_WALL
335,ANCIENT_SILVER_BRICK_WALL
336,ANCIENT_COPPER_BRICK_WALL
337,ANCIENT_OBSIDIAN_BRICK_WALL
338,ANCIENT_HELLSTONE_BRICK_WALL
339,ANCIENT_COBALT_BRICK_WALL
340,ANCIENT_MYTHRIL_BRICK_WALL
341,LAVA_MOSS_BLOCK_WALL
342,ARGON_MOSS_BLOCK_WALL
343,KRYPTON_MOSS_BLOCK_WALL
344,XENON_MOSS_BLOCK_WALL
345,VIOLET_MOSS_BLOCK_WALL
346,RAINBOW_MOSS_BLOCK_WALL
